timestamp,elapsed_s,target_index,cursor_x,cursor_y,target_x,target_y,distance,hit_event,accel_x,accel_y,vel_x,vel_y,zupt_active,filter
1785683880.2071326,0.002,0,400.0,300.0,386.33,514.82,215.25,,-0.1923,-0.1625,0.0,0.0,0,glrt_zupt
1785683880.2223995,0.0173,0,400.0,300.0,386.33,514.82,215.25,,-0.2327,-0.0671,0.0,0.0,0,glrt_zupt
1785683880.2389386,0.0338,0,400.0,300.0,386.33,514.82,215.25,,-0.2327,-0.0671,0.0,0.0,0,glrt_zupt
1785683880.2561975,0.0511,0,400.0,300.0,386.33,514.82,215.25,,-0.2122,-0.1346,0.0,0.0,0,glrt_zupt
1785683880.273091,0.068,0,400.0,300.0,386.33,514.82,215.25,,-0.2122,-0.1346,0.0,0.0,0,glrt_zupt
1785683880.2895763,0.0844,0,400.0,300.0,386.33,514.82,215.25,,-0.1821,-0.2508,0.0,0.0,0,glrt_zupt
1785683880.3059745,0.1008,0,400.0,300.0,386.33,514.82,215.25,,-0.1821,-0.2508,0.0,0.0,0,glrt_zupt
1785683880.3233123,0.1182,0,400.0,300.0,386.33,514.82,215.25,,-0.1821,-0.2508,0.0,0.0,0,glrt_zupt
1785683880.3403056,0.1352,0,400.0,300.0,386.33,514.82,215.25,,-0.192,-0.1993,0.0,0.0,0,glrt_zupt
1785683880.356906,0.1518,0,400.0,300.0,386.33,514.82,215.25,,-0.192,-0.1993,0.0,0.0,0,glrt_zupt
1785683880.3727283,0.1676,0,400.0,300.0,386.33,514.82,215.25,,-0.2139,-0.0855,0.0,0.0,0,glrt_zupt
1785683880.3888407,0.1837,0,400.0,300.0,386.33,514.82,215.25,,-0.2139,-0.0855,0.0,0.0,0,glrt_zupt
1785683880.4053743,0.2002,0,400.0,300.0,386.33,514.82,215.25,,-0.2139,-0.0855,0.0,0.0,0,glrt_zupt
1785683880.4220145,0.2169,0,400.0,300.0,386.33,514.82,215.25,,-0.2041,-0.1627,0.0,0.0,0,glrt_zupt
1785683880.4394372,0.2343,0,400.0,300.0,386.33,514.82,215.25,,-0.2041,-0.1627,0.0,0.0,0,glrt_zupt
1785683880.4553032,0.2502,0,400.0,300.0,386.33,514.82,215.25,,-0.177,-0.2471,0.0,0.0,0,glrt_zupt
1785683880.4715493,0.2664,0,400.0,300.0,386.33,514.82,215.25,,-0.177,-0.2471,0.0,0.0,0,glrt_zupt
1785683880.4881916,0.2831,0,400.0,300.0,386.33,514.82,215.25,,-0.1825,-0.2218,0.0,0.0,0,glrt_zupt
1785683880.5047748,0.2996,0,400.0,300.0,386.33,514.82,215.25,,-0.1825,-0.2218,0.0,0.0,0,glrt_zupt
1785683880.5211718,0.316,0,400.0,300.0,386.33,514.82,215.25,,-0.2023,-0.1189,0.0,0.0,0,glrt_zupt
