sample,point,target_x,target_y,target_z,rtt_ms,success,err_norm,joints_j1,joints_j2,joints_j3,joints_j4,joints_j5,joints_j6
72,A,475.0,0.0,635.0,1.2356999995972728,,,0.0,0.0,0.0,0.0,0.0,0.0
73,B,475.0,0.0,635.0,1.210700000228826,,,0.0,0.0,0.0,0.0,0.0,0.0
74,A,475.0,0.0,635.0,1.3662000001204433,,,0.0,0.0,0.0,0.0,0.0,0.0
75,B,475.0,0.0,635.0,1.3366000002861256,,,0.0,0.0,0.0,0.0,0.0,0.0
76,A,475.0,0.0,635.0,1.258100000086415,,,0.0,0.0,0.0,0.0,0.0,0.0
77,B,475.0,0.0,635.0,1.2297000002945424,,,0.0,0.0,0.0,0.0,0.0,0.0
78,A,475.0,0.0,635.0,1.3968000002932968,,,0.0,0.0,0.0,0.0,0.0,0.0
79,B,475.0,0.0,635.0,1.3424999997369014,,,0.0,0.0,0.0,0.0,0.0,0.0
80,A,475.0,0.0,635.0,1.2612000000444823,,,0.0,0.0,0.0,0.0,0.0,0.0
81,B,475.0,0.0,635.0,1.1867000002894201,,,0.0,0.0,0.0,0.0,0.0,0.0
82,A,475.0,0.0,635.0,1.3458000003083725,,,0.0,0.0,0.0,0.0,0.0,0.0
83,B,475.0,0.0,635.0,1.587400000062189,,,0.0,0.0,0.0,0.0,0.0,0.0
84,A,475.0,0.0,635.0,1.3281000001370558,,,0.0,0.0,0.0,0.0,0.0,0.0
85,B,475.0,0.0,635.0,1.261299999896437,,,0.0,0.0,0.0,0.0,0.0,0.0
86,A,475.0,0.0,635.0,1.3535999996747705,,,0.0,0.0,0.0,0.0,0.0,0.0
87,B,475.0,0.0,635.0,1.4859000002616085,,,0.0,0.0,0.0,0.0,0.0,0.0
88,A,475.0,0.0,635.0,1.3110999998389161,,,0.0,0.0,0.0,0.0,0.0,0.0
89,B,475.0,0.0,635.0,1.2293999998291838,,,0.0,0.0,0.0,0.0,0.0,0.0
90,A,475.0,0.0,635.0,1.3750999996773317,,,0.0,0.0,0.0,0.0,0.0,0.0
91,B,475.0,0.0,635.0,1.6657999995004502,,,0.0,0.0,0.0,0.0,0.0,0.0
92,A,475.0,0.0,635.0,1.3313999997990322,,,0.0,0.0,0.0,0.0,0.0,0.0
93,B,475.0,0.0,635.0,1.3976999998703832,,,0.0,0.0,0.0,0.0,0.0,0.0
94,A,475.0,0.0,635.0,1.4924999995855615,,,0.0,0.0,0.0,0.0,0.0,0.0
95,B,475.0,0.0,635.0,1.5687000004618312,,,0.0,0.0,0.0,0.0,0.0,0.0
96,A,475.0,0.0,635.0,1.3367000001380802,,,0.0,0.0,0.0,0.0,0.0,0.0
97,B,475.0,0.0,635.0,1.2255999999979394,,,0.0,0.0,0.0,0.0,0.0,0.0
98,A,475.0,0.0,635.0,1.4307000001281267,,,0.0,0.0,0.0,0.0,0.0,0.0
99,B,475.0,0.0,635.0,1.5039999998407438,,,0.0,0.0,0.0,0.0,0.0,0.0
100,A,475.0,0.0,635.0,1.3144000004103873,,,0.0,0.0,0.0,0.0,0.0,0.0
101,B,475.0,0.0,635.0,1.283000000512402,,,0.0,0.0,0.0,0.0,0.0,0.0
102,A,475.0,0.0,635.0,1.3394999996307888,,,0.0,0.0,0.0,0.0,0.0,0.0
103,B,475.0,0.0,635.0,1.4696000007461407,,,0.0,0.0,0.0,0.0,0.0,0.0
104,A,475.0,0.0,635.0,1.2746000002152869,,,0.0,0.0,0.0,0.0,0.0,0.0
105,B,475.0,0.0,635.0,1.2456999993446516,,,0.0,0.0,0.0,0.0,0.0,0.0
106,A,475.0,0.0,635.0,1.3198999995438498,,,0.0,0.0,0.0,0.0,0.0,0.0
107,B,475.0,0.0,635.0,1.4589000002160901,,,0.0,0.0,0.0,0.0,0.0,0.0
108,A,475.0,0.0,635.0,1.294400000006135,,,0.0,0.0,0.0,0.0,0.0,0.0
109,B,475.0,0.0,635.0,1.3355999999475898,,,0.0,0.0,0.0,0.0,0.0,0.0
110,A,475.0,0.0,635.0,1.374900000882917,,,0.0,0.0,0.0,0.0,0.0,0.0
111,B,475.0,0.0,635.0,1.462799999899289,,,0.0,0.0,0.0,0.0,0.0,0.0
112,A,475.0,0.0,635.0,1.2853999996877974,,,0.0,0.0,0.0,0.0,0.0,0.0
113,B,475.0,0.0,635.0,1.2629000002561952,,,0.0,0.0,0.0,0.0,0.0,0.0
114,A,475.0,0.0,635.0,1.2993999998798245,,,0.0,0.0,0.0,0.0,0.0,0.0
115,B,475.0,0.0,635.0,1.432399999430345,,,0.0,0.0,0.0,0.0,0.0,0.0
116,A,475.0,0.0,635.0,1.3159000000086962,,,0.0,0.0,0.0,0.0,0.0,0.0
117,B,475.0,0.0,635.0,1.2177999997220468,,,0.0,0.0,0.0,0.0,0.0,0.0
118,A,475.0,0.0,635.0,1.1995999993814621,,,0.0,0.0,0.0,0.0,0.0,0.0
