sample,point,target_x,target_y,target_z,rtt_ms,success,err_norm,joints_j1,joints_j2,joints_j3,joints_j4,joints_j5,joints_j6
25,B,475.0,-200.0,635.0,11.012399999799527,,,-17.5387,9.8923,-14.7125,126.1223,-21.5927,0.0
26,A,475.0,200.0,635.0,13.813199999731296,,,22.4789,8.0787,-8.9347,217.1227,-1.893,-0.0
27,B,475.0,-200.0,635.0,11.00670000005266,,,-18.1884,9.5193,-3.7881,219.64,24.1369,-0.0
28,A,475.0,200.0,635.0,13.917399999627378,,,23.9447,8.0582,-8.1518,258.2348,3.6573,-0.0
29,B,475.0,-200.0,635.0,10.361500000271917,,,-19.2416,9.1103,-3.6141,213.6996,21.3312,-0.0
30,A,475.0,200.0,635.0,12.079699999958393,,,23.0189,8.0011,-7.758,198.9957,1.8331,0.0
31,B,475.0,-200.0,635.0,11.94130000021687,,,-22.9075,8.017,-6.1435,177.9242,6.5901,-0.0
32,A,475.0,200.0,635.0,12.820500000088941,,,24.7386,8.3471,-10.3337,127.904,-7.7996,-0.0
33,B,475.0,-200.0,635.0,7.81970000025467,,,-18.1366,8.8769,-9.9082,96.7168,-15.4022,-0.0
34,A,475.0,200.0,635.0,10.980700000345678,,,19.4505,8.4129,-6.7984,118.3512,12.474,0.0
35,B,475.0,-200.0,635.0,14.778400000068359,,,-19.0064,8.6902,-5.419,48.7826,-16.6087,0.0
36,A,475.0,200.0,635.0,11.353299999882438,,,17.1865,9.7207,-4.7012,131.3681,24.9834,-0.0
37,B,475.0,-200.0,635.0,13.0512999999155,,,-24.0416,8.0522,-6.5136,145.1379,6.8226,0.0
38,A,475.0,200.0,635.0,15.315300000111165,,,24.1253,8.0581,-6.5597,37.2724,-6.8863,0.0
39,B,475.0,-200.0,635.0,18.282900000031077,,,-21.915,10.3892,-0.806,5.7898,-30.7936,-0.0
40,A,475.0,200.0,635.0,11.365099999693484,,,21.6321,8.4245,-3.937,-15.1016,-15.0262,-0.0
41,B,475.0,-200.0,635.0,13.495000000148138,,,-21.75,8.0392,-6.5806,33.1446,-6.3974,-0.0
42,A,475.0,200.0,635.0,9.239099999831524,,,18.1559,8.8849,-6.1874,121.2652,17.8976,-0.0
43,B,475.0,-200.0,635.0,17.116600000008475,,,-21.5947,8.3105,-4.4149,17.59,-13.3245,-0.0
44,A,475.0,200.0,635.0,13.182300000153191,,,22.068,8.0109,-6.859,-29.1024,-5.0777,-0.0
45,B,475.0,-200.0,635.0,9.560299999975541,,,-18.6721,8.6148,-8.321,-98.6436,13.6766,0.0
46,A,475.0,200.0,635.0,17.22829999971509,,,21.3898,9.9858,-1.2334,-9.8421,-28.3489,0.0
47,B,475.0,-200.0,635.0,13.849299999947107,,,-21.9457,8.3253,-4.2044,12.1782,-13.6887,0.0
48,A,475.0,200.0,635.0,15.753599999698054,,,21.7847,8.0298,-6.8357,-36.5411,-5.6841,0.0
49,B,475.0,-200.0,635.0,10.091799999827344,,,-20.0025,8.3388,-9.018,-84.3036,9.2005,-0.0
50,A,475.0,200.0,635.0,20.486500000060914,,,20.9213,11.4975,-0.3944,-10.4339,-36.4108,0.0
51,B,475.0,-200.0,635.0,11.60459999982777,,,-21.3969,8.351,-4.3395,19.6882,-13.8707,0.0
52,A,475.0,200.0,635.0,13.31930000014836,,,22.1495,8.0087,-6.7548,-24.9684,-5.2278,-0.0
53,B,475.0,-200.0,635.0,13.21399999960704,,,-21.7758,8.169,-9.5232,-49.0068,4.5193,0.0
54,A,475.0,200.0,635.0,16.88349999994898,,,21.0127,9.3881,-2.036,-14.4503,-24.2167,-0.0
55,B,475.0,-200.0,635.0,12.647300000026007,,,-22.0709,8.1945,-4.794,12.465,-11.4587,0.0
56,A,475.0,200.0,635.0,15.181599999777973,,,22.0927,8.0076,-7.1634,-34.1585,-4.2545,-0.0
57,B,475.0,-200.0,635.0,9.14089999969292,,,-19.4219,8.4606,-9.0576,-86.7141,11.07,0.0
58,A,475.0,200.0,635.0,37.62379999989207,,,21.916,11.6357,-0.1732,-4.9026,-37.1302,0.0
59,B,475.0,-200.0,635.0,11.727300000075047,,,-20.9743,8.3938,-4.425,25.0537,-14.2889,0.0
60,A,475.0,200.0,635.0,13.77699999966353,,,22.4476,7.9936,-7.1649,-19.7227,-3.6871,0.0
61,B,475.0,-200.0,635.0,13.913199999933568,,,-22.9947,8.0956,-9.1481,13.9568,2.1519,-0.0
62,A,475.0,200.0,635.0,10.175500000059401,,,18.7163,8.6798,-9.5942,83.5444,13.4591,-0.0
63,B,475.0,-200.0,635.0,9.470499999679305,,,-16.7647,9.4307,-6.9601,66.2812,-21.8379,-0.0
64,A,475.0,200.0,635.0,11.91549999975905,,,24.4672,8.0879,-6.7755,46.9124,-7.223,0.0
65,B,475.0,-200.0,635.0,15.584899999794288,,,-21.2235,8.5064,-3.8412,19.2258,-15.9541,0.0
66,A,475.0,200.0,635.0,14.70240000026024,,,21.7588,8.0354,-7.6364,-57.526,-4.1072,-0.0
67,B,475.0,-200.0,635.0,11.118200000055367,,,-19.6835,8.34,-7.4742,-109.8157,10.8454,0.0
68,A,475.0,200.0,635.0,16.12169999998514,,,20.5847,8.7368,-3.5116,-23.6621,-18.3583,0.0
69,B,475.0,-200.0,635.0,10.680500000034954,,,-22.0137,8.0422,-8.1943,77.8202,-2.7032,0.0
70,A,475.0,200.0,635.0,17.560599999796977,,,21.3896,10.5364,-0.7911,171.0815,31.5752,0.0
71,B,475.0,-200.0,635.0,12.744300000122166,,,-18.7704,8.9877,-11.9646,119.6842,-15.2316,-0.0
72,A,475.0,200.0,635.0,12.052699999912875,,,22.8207,8.0313,-8.3752,263.2105,-0.0425,0.0
73,B,475.0,-200.0,635.0,18.918400000075053,,,-23.5046,9.6708,-1.4234,175.1284,26.3704,0.0
74,A,475.0,200.0,635.0,12.671799999679934,,,22.3328,8.0186,-8.0024,123.3943,1.933,-0.0
75,B,475.0,-200.0,635.0,12.176800000361254,,,-18.7192,10.0755,-2.3936,29.192,-28.2848,0.0
76,A,475.0,200.0,635.0,13.797300000078394,,,22.6852,8.018,-8.1422,-36.4924,-0.8042,0.0
77,B,475.0,-200.0,635.0,8.972399999947811,,,-18.5124,8.7292,-9.5088,-85.5279,14.0904,-0.0
78,A,475.0,200.0,635.0,9.20559999985926,,,16.9701,9.3193,-7.0097,-66.7905,-20.9804,0.0
79,B,475.0,-200.0,635.0,13.078399999812973,,,-24.3683,8.0712,-7.2444,-54.8542,-6.056,-0.0
80,A,475.0,200.0,635.0,16.25319999993735,,,23.849,9.0995,-2.2585,8.7414,-22.0621,-0.0
81,B,475.0,-200.0,635.0,10.737199999766744,,,-18.0927,8.8908,-6.3418,60.2864,-17.851,0.0
82,A,475.0,200.0,635.0,13.033100000029663,,,23.7935,8.0369,-7.9111,65.7433,-3.3932,-0.0
83,B,475.0,-200.0,635.0,12.649799999962852,,,-20.8843,8.9307,-2.8826,18.3315,-20.3887,-0.0
84,A,475.0,200.0,635.0,15.020199999980832,,,21.9844,8.0894,-5.5937,-17.9884,-8.8935,-0.0
85,B,475.0,-200.0,635.0,13.103600000249571,,,-22.5031,8.0007,-7.6643,27.922,-2.2746,0.0
86,A,475.0,200.0,635.0,11.393799999950716,,,18.3544,8.916,-10.8098,73.3947,15.2191,0.0
87,B,475.0,-200.0,635.0,13.79720000022644,,,-21.2272,8.2788,-4.7994,24.4952,-12.5799,-0.0
88,A,475.0,200.0,635.0,14.097700000093027,,,22.4962,7.994,-7.3594,-20.5971,-3.0917,0.0
89,B,475.0,-200.0,635.0,15.869300000304065,,,-21.5344,8.2044,-9.6788,-51.6889,5.3407,0.0
90,A,475.0,200.0,635.0,10.462100000040664,,,19.1017,8.6208,-5.6589,-50.5811,-15.7478,0.0
91,B,475.0,-200.0,635.0,11.796400000093854,,,-17.0586,9.8484,-4.5851,-131.978,25.8493,-0.0
92,A,475.0,200.0,635.0,13.656100000389415,,,24.0848,8.0683,-6.2616,-147.7298,7.5694,0.0
93,B,475.0,-200.0,635.0,13.515599999664119,,,-23.9138,8.0414,-7.813,-63.9752,-3.8747,-0.0
94,A,475.0,200.0,635.0,13.096600000153558,,,20.9561,8.854,-3.0176,-18.2611,-19.6827,0.0
95,B,475.0,-200.0,635.0,14.021100000263687,,,-21.9672,8.0811,-5.6887,18.9734,-8.6166,-0.0
96,A,475.0,200.0,635.0,14.718100000209233,,,22.5661,8.0025,-7.7607,-26.4953,-1.9324,0.0
97,B,475.0,-200.0,635.0,8.380799999940791,,,-18.4418,8.8511,-10.4927,-75.7831,14.7422,0.0
98,A,475.0,200.0,635.0,12.983099999928527,,,20.5077,8.2464,-5.8712,-42.7898,-11.0957,-0.0
99,B,475.0,-200.0,635.0,8.163299999978335,,,-18.8973,8.545,-7.3842,-109.8285,13.595,-0.0
100,A,475.0,200.0,635.0,8.982800000012503,,,21.7208,8.0939,-8.693,-101.6996,-3.6627,0.0
101,B,475.0,-200.0,635.0,11.445699999967474,,,-16.1283,9.698,-7.7721,-108.1189,23.3123,-0.0
102,A,475.0,200.0,635.0,11.905800000022282,,,24.5251,8.1459,-8.6862,-84.199,5.4842,0.0
103,B,475.0,-200.0,635.0,9.970099999918602,,,-18.3587,8.9133,-10.7985,-73.4688,15.1985,0.0
104,A,475.0,200.0,635.0,13.650700000198412,,,21.2304,8.2804,-4.7878,-24.377,-12.6122,-0.0
105,B,475.0,-200.0,635.0,13.59489999958896,,,-22.4909,7.9938,-7.3361,20.4484,-3.1619,0.0
106,A,475.0,200.0,635.0,13.713900000311696,,,20.5154,8.3383,-9.8511,65.6667,8.2215,0.0
107,B,475.0,-200.0,635.0,14.284600000337377,,,-21.2281,9.8066,-1.4532,11.3949,-27.1818,0.0
108,A,475.0,200.0,635.0,12.573099999826809,,,22.0242,8.284,-4.3577,-11.6237,-13.0537,0.0
109,B,475.0,-200.0,635.0,15.343100000336563,,,-21.6172,8.042,-6.9173,41.9684,-5.8695,-0.0
110,A,475.0,200.0,635.0,8.612499999799184,,,19.3239,8.444,-8.3991,96.3538,11.444,-0.0
111,B,475.0,-200.0,635.0,17.55090000006021,,,-22.5648,9.8797,-1.1755,1.8594,-27.7609,0.0
112,A,475.0,200.0,635.0,13.212500000008731,,,20.3545,8.3217,-5.4748,-40.0568,-12.5039,0.0
113,B,475.0,-200.0,635.0,12.57839999971111,,,-18.6884,9.0115,-4.5314,-137.1151,20.0078,-0.0
114,A,475.0,200.0,635.0,10.680500000034954,,,21.6966,8.0498,-7.92,-68.9668,-3.9266,0.0
115,B,475.0,-200.0,635.0,12.690599999586993,,,-16.4933,10.7414,-3.7745,-136.7355,31.2672,0.0
116,A,475.0,200.0,635.0,11.190200000328332,,,23.5372,8.0403,-6.0643,-161.7653,7.2613,0.0
117,B,475.0,-200.0,635.0,12.685199999850738,,,-21.6076,8.0538,-7.8426,-112.6862,4.2842,0.0
118,A,475.0,200.0,635.0,12.746400000196445,,,16.702,10.7937,-3.4506,-40.9326,-31.6784,0.0
119,B,475.0,-200.0,635.0,16.703400000096735,,,-22.9093,8.0788,-5.4333,-1.5735,-8.906,-0.0
120,A,475.0,200.0,635.0,12.66459999988001,,,21.1967,8.0838,-7.0011,-51.1901,-6.7818,0.0
121,B,475.0,-200.0,635.0,10.724299999765208,,,-20.8543,8.2184,-9.1495,-75.1464,6.6093,-0.0
122,A,475.0,200.0,635.0,37.033099999916885,,,21.4999,11.9683,-0.1307,-6.9019,-38.6039,0.0
123,B,475.0,-200.0,635.0,11.628400000063266,,,-21.028,8.3338,-4.6652,26.0072,-13.3841,0.0
124,A,475.0,200.0,635.0,15.30800000000454,,,22.5723,7.9956,-7.5287,-19.3588,-2.5401,-0.0
125,B,475.0,-200.0,635.0,12.538599999970756,,,-21.16,8.2549,-9.8164,-56.6472,6.4666,-0.0
126,A,475.0,200.0,635.0,13.645400000314112,,,18.9292,9.6286,-2.8585,-30.8239,-25.3445,0.0
127,B,475.0,-200.0,635.0,15.180599999894184,,,-23.3195,8.0946,-9.0698,40.0961,2.4306,-0.0
128,A,475.0,200.0,635.0,9.471299999859184,,,17.4987,9.1495,-10.5136,81.1797,17.6429,-0.0
129,B,475.0,-200.0,635.0,15.612099999998463,,,-19.6124,9.5084,-2.5493,25.6355,-24.7317,0.0
130,A,475.0,200.0,635.0,14.264899999943736,,,22.2875,8.0,-7.3322,-30.4497,-3.4735,0.0
131,B,475.0,-200.0,635.0,10.682600000109232,,,-18.8148,8.738,-10.3794,-74.3666,13.5578,0.0
132,A,475.0,200.0,635.0,18.301899999642046,,,22.3535,10.0124,-1.0643,-3.2339,-28.5875,-0.0
133,B,475.0,-200.0,635.0,11.847100000068167,,,-21.5788,8.4508,-3.8657,15.4429,-15.3623,0.0
134,A,475.0,200.0,635.0,15.189600000212522,,,21.7468,8.0433,-6.4814,-31.7738,-6.6633,0.0
135,B,475.0,-200.0,635.0,10.907299999871611,,,-18.7116,8.6324,-8.953,-91.0081,13.3897,0.0
136,A,475.0,200.0,635.0,33.64830000009533,,,22.6629,11.3927,-0.2103,-0.9354,-36.0152,-0.0
137,B,475.0,-200.0,635.0,10.684200000014243,,,-19.4763,8.707,-4.6106,39.2824,-17.3345,-0.0
138,A,475.0,200.0,635.0,10.814199999913399,,,21.3792,8.3675,-10.7782,37.8591,7.6561,0.0
139,B,475.0,-200.0,635.0,11.977099999967322,,,-25.2572,8.8918,-3.225,-23.6398,-19.8585,-0.0
140,A,475.0,200.0,635.0,18.157399999836343,,,20.9651,8.7004,-3.3921,-19.7384,-18.1189,-0.0
141,B,475.0,-200.0,635.0,14.098200000262295,,,-21.8696,8.0456,-6.2414,25.9872,-7.1051,0.0
142,A,475.0,200.0,635.0,13.067899999896326,,,22.2348,8.138,-9.4551,33.9923,3.4522,0.0
143,B,475.0,-200.0,635.0,14.08080000010159,,,-24.7399,8.1326,-6.5134,-46.4397,-8.5031,0.0
144,A,475.0,200.0,635.0,11.875099999997474,,,20.2813,9.0309,-2.993,-23.4807,-21.1017,0.0
145,B,475.0,-200.0,635.0,12.847299999975803,,,-21.989,8.0169,-6.7814,30.172,-5.4213,-0.0
146,A,475.0,200.0,635.0,12.340100000074017,,,18.5516,8.7718,-10.0702,79.3206,14.167,-0.0
147,B,475.0,-200.0,635.0,13.005599999814876,,,-18.9292,8.7943,-5.0234,45.6894,-17.8501,0.0
148,A,475.0,200.0,635.0,14.726599999903556,,,22.1441,9.5231,-1.598,174.8042,25.345,0.0
149,B,475.0,-200.0,635.0,10.373300000082963,,,-17.8189,9.3224,-12.4025,115.2713,-18.1419,-0.0
150,A,475.0,200.0,635.0,13.398799999777111,,,21.8748,8.4017,-11.2016,203.3068,-7.8297,0.0
151,B,475.0,-200.0,635.0,15.84469999988869,,,-22.1974,8.1286,-5.1676,11.8034,-10.0704,-0.0
152,A,475.0,200.0,635.0,15.194999999948777,,,22.251,8.0016,-7.3435,-32.3416,-3.5106,0.0
153,B,475.0,-200.0,635.0,11.202500000308646,,,-18.8442,8.7182,-10.2777,-75.2309,13.4009,0.0
154,A,475.0,200.0,635.0,18.90689999981987,,,21.7338,10.2894,-0.9072,-7.0587,-30.2081,-0.0
155,B,475.0,-200.0,635.0,12.315800000124,,,-21.7383,8.3968,-3.9967,14.0645,-14.6777,0.0
156,A,475.0,200.0,635.0,11.632299999746465,,,21.7364,8.0401,-6.5879,-33.5671,-6.4055,-0.0
157,B,475.0,-200.0,635.0,11.10500000004322,,,-18.2775,8.7525,-7.1607,-111.8477,16.0023,0.0
158,A,475.0,200.0,635.0,12.11059999968711,,,22.8205,8.0312,-8.3749,-92.261,-0.0425,-0.0
159,B,475.0,-200.0,635.0,17.24049999984345,,,-22.0123,11.4267,-0.2373,-175.5118,36.1584,0.0
160,A,475.0,200.0,635.0,12.448200000108045,,,18.6311,9.2893,-13.3364,-127.7359,-17.367,-0.0
161,B,475.0,-200.0,635.0,11.72420000011698,,,-21.6409,8.1391,-9.1454,-243.2334,-4.3079,0.0
162,A,475.0,200.0,635.0,10.505300000204443,,,19.4126,8.9536,-3.8572,-214.2721,19.959,-0.0
163,B,475.0,-200.0,635.0,10.213799999746698,,,-22.999,8.0002,-7.6917,-195.4576,1.9992,-0.0
164,A,475.0,200.0,635.0,13.70870000027935,,,22.9175,8.0041,-7.8572,-169.4325,1.4728,0.0
165,B,475.0,-200.0,635.0,14.343100000132836,,,-23.1922,8.0561,-8.667,-124.3087,-1.398,-0.0
166,A,475.0,200.0,635.0,11.620700000094075,,,17.4422,9.3308,-5.5131,-54.2839,-21.8867,0.0
167,B,475.0,-200.0,635.0,11.599399999795423,,,-25.0529,8.1698,-6.7811,-54.1543,-8.852,-0.0
168,A,475.0,200.0,635.0,13.192500000059226,,,20.3436,8.5724,-4.2128,-29.8448,-16.3328,-0.0
169,B,475.0,-200.0,635.0,15.636799999811046,,,-22.8903,8.0475,-8.6042,16.1463,0.6556,0.0
170,A,475.0,200.0,635.0,9.583999999904336,,,18.814,8.6189,-9.1692,88.0233,13.0576,-0.0
171,B,475.0,-200.0,635.0,12.418499999967025,,,-18.8677,8.9166,-4.6164,42.7065,-19.1762,-0.0
172,A,475.0,200.0,635.0,16.88930000000255,,,21.6094,8.1699,-9.423,55.993,4.7619,-0.0
173,B,475.0,-200.0,635.0,20.451299999876937,,,-22.4957,9.7512,-1.3085,2.4049,-26.9235,0.0
174,A,475.0,200.0,635.0,11.353999999755615,,,20.5889,8.2827,-5.4267,-37.2218,-12.0389,0.0
175,B,475.0,-200.0,635.0,10.130900000149268,,,-20.2804,8.2628,-8.6496,-89.5399,8.2504,0.0
176,A,475.0,200.0,635.0,20.668100000420964,,,22.8398,9.5817,-1.4864,0.0458,-25.7798,0.0
177,B,475.0,-200.0,635.0,12.100300000383868,,,-19.8984,8.3505,-6.11,50.79,-12.2915,-0.0
178,A,475.0,200.0,635.0,9.765100000095117,,,17.7835,9.1034,-5.8076,123.9042,19.9763,0.0
179,B,475.0,-200.0,635.0,15.709100000094622,,,-21.5531,8.5256,-3.63,14.8554,-16.3069,0.0
180,A,475.0,200.0,635.0,16.168999999990774,,,21.8193,8.0608,-6.0608,-25.1691,-7.7053,-0.0
181,B,475.0,-200.0,635.0,13.685800000075687,,,-22.7992,8.0598,-8.7611,-6.0066,1.0615,-0.0
182,A,475.0,200.0,635.0,10.760799999843584,,,24.203,8.1932,-9.5296,-56.6707,5.2861,-0.0
183,B,475.0,-200.0,635.0,10.991099999955622,,,-18.4012,9.8076,-15.2936,-44.6825,20.7338,0.0
184,A,475.0,200.0,635.0,13.338799999928597,,,22.752,8.0399,-8.4985,37.6632,0.4302,-0.0
185,B,475.0,-200.0,635.0,11.134400000173628,,,-18.1386,9.0106,-5.4721,52.4465,-19.4255,0.0
186,A,475.0,200.0,635.0,10.319299999991927,,,17.689,9.6349,-4.1585,136.2865,24.7064,0.0
187,B,475.0,-200.0,635.0,10.897699999986799,,,-23.608,8.0093,-7.2491,142.6532,4.1151,0.0
188,A,475.0,200.0,635.0,14.29790000020148,,,24.6256,8.219,-5.3448,31.1142,-11.2403,0.0
189,B,475.0,-200.0,635.0,15.950299999985873,,,-22.2895,8.5987,-3.2265,5.9017,-17.3081,-0.0
190,A,475.0,200.0,635.0,11.33269999991171,,,21.6465,8.1719,-5.1526,-20.9561,-10.7549,-0.0
191,B,475.0,-200.0,635.0,13.764799999989918,,,-22.4386,7.996,-7.3919,24.4241,-3.0793,-0.0
192,A,475.0,200.0,635.0,8.364899999833142,,,18.3592,8.7063,-7.8445,104.5114,15.045,-0.0
193,B,475.0,-200.0,635.0,16.599999999925785,,,-22.0062,8.0364,-8.0755,71.2683,-2.8155,-0.0
194,A,475.0,200.0,635.0,11.784600000282808,,,16.5366,10.7507,-3.7071,137.2186,31.3442,-0.0
195,B,475.0,-200.0,635.0,13.83140000007188,,,-23.5042,8.0312,-6.1802,161.6374,6.8722,0.0
196,A,475.0,200.0,635.0,12.152299999797833,,,21.0695,8.0977,-7.2204,122.6088,6.7611,-0.0
197,B,475.0,-200.0,635.0,22.877400000197667,,,-20.5581,11.6938,-0.4166,12.1896,-37.2809,0.0
198,A,475.0,200.0,635.0,11.906299999736802,,,21.4012,8.3243,-4.4562,-20.2478,-13.4543,0.0
199,B,475.0,-200.0,635.0,15.213200000289362,,,-22.2268,8.0039,-6.8149,23.2987,-4.9484,0.0
200,A,475.0,200.0,635.0,12.52939999994851,,,21.5214,8.1876,-9.5214,55.5975,5.1295,0.0
201,B,475.0,-200.0,635.0,19.842700000026525,,,-22.4119,9.8077,-1.2554,2.9644,-27.2918,-0.0
202,A,475.0,200.0,635.0,10.085500000059255,,,21.6383,8.4406,-3.877,-14.8049,-15.2466,0.0
203,B,475.0,-200.0,635.0,12.540900000203692,,,-21.7341,8.046,-6.4416,31.5047,-6.7933,-0.0
204,A,475.0,200.0,635.0,11.94900000018606,,,18.7335,8.6132,-8.7207,93.7068,13.3438,0.0
205,B,475.0,-200.0,635.0,18.131300000277406,,,-21.8465,10.7959,-0.553,5.847,-33.0078,0.0
206,A,475.0,200.0,635.0,12.667599999986123,,,21.4438,8.4326,-3.9907,-17.488,-15.0694,-0.0
207,B,475.0,-200.0,635.0,14.18199999989156,,,-21.6994,8.0354,-7.4163,51.9825,-4.6423,0.0
208,A,475.0,200.0,635.0,9.918900000229769,,,19.2689,8.8516,-11.8261,56.8185,13.8454,0.0
209,B,475.0,-200.0,635.0,11.852900000121736,,,-20.4336,8.1919,-7.2301,63.1923,-8.6929,-0.0
210,A,475.0,200.0,635.0,14.590799999950832,,,17.2078,10.7118,-2.9908,142.7711,31.4627,-0.0
211,B,475.0,-200.0,635.0,10.064999999940483,,,-22.9213,8.02,-8.1951,150.354,0.5713,0.0
212,A,475.0,200.0,635.0,12.319100000240724,,,25.3175,8.2107,-6.9591,59.2094,-9.3523,-0.0
213,B,475.0,-200.0,635.0,23.48630000005869,,,-21.3079,12.0862,-0.1332,7.8153,-39.1062,0.0
214,A,475.0,200.0,635.0,11.312000000089029,,,21.05,8.3129,-4.7548,-26.3623,-13.0495,0.0
215,B,475.0,-200.0,635.0,13.975800000025629,,,-22.6333,7.9992,-7.6941,18.6129,-2.0226,0.0
216,A,475.0,200.0,635.0,11.733400000139227,,,19.0953,8.7487,-10.9563,66.2942,13.2603,0.0
217,B,475.0,-200.0,635.0,18.2862000001478,,,-22.0887,9.6858,-1.4154,5.3916,-26.4673,0.0
218,A,475.0,200.0,635.0,12.130900000101974,,,21.9148,8.3807,-3.9953,-11.9049,-14.5008,-0.0
219,B,475.0,-200.0,635.0,12.87720000027548,,,-21.6714,8.0521,-6.4215,32.5835,-6.9685,0.0
220,A,475.0,200.0,635.0,11.372099999789498,,,18.4266,8.7192,-9.0194,91.2858,14.3344,-0.0
221,B,475.0,-200.0,635.0,12.116099999730068,,,-18.7065,8.8012,-5.3864,49.7962,-17.6701,0.0
222,A,475.0,200.0,635.0,14.17680000031396,,,20.1917,8.8063,-3.591,152.7289,18.9077,-0.0
223,B,475.0,-200.0,635.0,12.16149999982008,,,-20.657,8.1902,-8.4297,87.1421,-7.0362,0.0
224,A,475.0,200.0,635.0,14.880400000038208,,,23.4583,9.8587,-1.2216,184.3455,27.6126,0.0
225,B,475.0,-200.0,635.0,12.814799999887327,,,-23.2342,8.0641,-8.7491,232.0529,-1.637,-0.0
226,A,475.0,200.0,635.0,11.285900000075344,,,22.664,8.0592,-8.7325,209.336,-1.1163,0.0
227,B,475.0,-200.0,635.0,13.55939999984912,,,-23.1704,8.6058,-3.1834,176.3709,17.4048,-0.0
228,A,475.0,200.0,635.0,11.304000000109227,,,22.6151,8.0098,-6.2887,173.4353,6.1703,-0.0
229,B,475.0,-200.0,635.0,8.903899999950227,,,-16.9068,10.0657,-14.5951,121.0924,-22.8566,-0.0
230,A,475.0,200.0,635.0,12.306999999964319,,,21.4909,8.5371,-11.8176,206.8608,-9.6172,-0.0
231,B,475.0,-200.0,635.0,14.538999999786029,,,-21.5785,8.1145,-5.6773,26.0921,-9.232,-0.0
232,A,475.0,200.0,635.0,12.431200000264653,,,22.8611,8.0439,-8.5574,-9.9768,0.5102,0.0
233,B,475.0,-200.0,635.0,8.822799999961717,,,-19.9284,8.3043,-8.2317,-97.9333,9.4879,0.0
234,A,475.0,200.0,635.0,11.60329999993337,,,18.3156,9.1062,-11.9804,-116.0395,-16.4041,0.0
235,B,475.0,-200.0,635.0,14.689000000089436,,,-21.6694,8.2511,-10.1306,-219.8517,-5.862,0.0
236,A,475.0,200.0,635.0,16.20649999995294,,,23.4042,10.0917,-1.0025,-176.214,29.0683,0.0
237,B,475.0,-200.0,635.0,12.533100000382547,,,-21.0562,8.1149,-7.9803,-104.1093,5.9131,-0.0
238,A,475.0,200.0,635.0,16.75729999988107,,,21.2907,8.9537,-2.6709,-14.2024,-20.703,0.0
